CodInst,Data,NomeInstituicao,DataInicioAtividade,Tcb,Td,Tc,SegmentoTb,Atividade,Uf,Municipio,Sr,CodConglomeradoFinanceiro,CodConglomeradoPrudencial,CnpjInstituicaoLider,Situacao
02433766,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ODONTÓLOGOS DE BELO HORIZONTE E REGIÃO METROPOLITANA LTDA,199809,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,,,,,I
00242375,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS OPERADORES DE TURISMO DA REGIÃO METROPOLITANA DE BELO HORIZONTE LTDA.,199412,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,,,,,I
01068432,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PANIFICADORES BELO HORIZONTE E  REGIÃO METROPOLITANA LTDA.,199603,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,,,,,I
02902475,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PANIFICADORES DE  NATAL - CREDIPAN,199812,B3S,I,2,Cooperativa de Crédito,,RN,Natal,,,,,I
06975532,2023-03-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DA REGIÃO METROPOLITANA DE PORTO ALEGRE - COOPESA",200411,B3S,I,2,Cooperativa de Crédito,Atípicas,RS,Porto Alegre,S5,,,,A
06240505,2023-03-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO DISTRITO FEDERAL LTDA - SICOOB CREDIBRASIL",200405,B3S,I,2,Cooperativa de Crédito,,,,,,,,I
26758433,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PETROLEIROS NO ESTADO DE MINAS GERAIS LTDA. - COPETRO,197011,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,MG,Belo Horizonte,S5,,,,A
04228975,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS PROFESSORES DE CUIABA,180001,B3S,I,2,Cooperativa de Crédito,,MT,Cuiabá,,,,,I
05235613,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFESSORES E DEMAIS PROFISSIONAIS DA ÁREA DE EDUCAÇÃO DA REGIÃO METROPOLITANA DE BELÉM - SICOOB CREDIEDUC-PARÁ,200207,B3S,I,2,Cooperativa de Crédito,,PA,Belém,,,,,I
03400755,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFESSORES E FUNCIONÁRIOS DA FUNDAÇÃO ROTARIANOS DE SÃO PAULO,199911,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
09501687,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFESSORES E TRABALHADORES EM EDUCAÇÃO DE GOIÂNIA LTDA.,200807,B3S,I,2,Cooperativa de Crédito,,GO,Goiânia,,,,,I
05419025,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS PROFESSORES ESTADUAIS DA REGIÃO METROPOLITANA DE PORTO ALEGRE - EDUCREDI,200212,B3S,I,2,Cooperativa de Crédito,Atípicas,RS,Porto Alegre,S5,,,,A
03044185,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS PROFISSIONAIS DA AREA DE SAUDE DA BAIXADA CUIABANA - SICOOB-ODONTOCRED-SAÚDE,199906,B3S,I,2,Cooperativa de Crédito,,MT,Cuiabá,,,,,I
02917641,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MUTUO DOS PROFISSIONAIS DA ÁREA DE SAÚDE DA REGIÃO DE SÃO JOSÉ DO RIO PARDO - RIO PARDO CREDSAÚDE,199903,B3S,I,2,Cooperativa de Crédito,,SP,São José do Rio Pardo,,,,,I
02711134,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DE SAÚDE DE CURSO SUPERIOR DO SUL DE MINAS LTDA - DENTAL,199812,B3S,I,2,Cooperativa de Crédito,,MG,Varginha,,,,,I
04167614,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DE SAÚDE DE JUNDIAÍ E REGIÃO - SICREDI JUNDIAÍ SUDESTE,200012,B3S,I,2,Cooperativa de Crédito,,SP,Jundiaí,,,,,I
07714057,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL - COOPNORE,200512,B3S,I,2,Cooperativa de Crédito,Mútuo PF com conta corrente,RS,Porto Alegre,S5,,,,A
04456725,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA CONTABILIDADE DA REGIÃO TOCANTINA - COOPERCON,200106,B3S,I,2,Cooperativa de Crédito,,MA,Imperatriz,,,,,I
02861211,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS PROFISSIONAIS DA CONTABILIDADE DE CUIABA,199902,B3S,I,2,Cooperativa de Crédito,,MT,Cuiabá,,,,,I
05655770,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA EDUCAÇÃO DA REGIÃO METROPOLITANA DE SÃO PAULO - COOPEDUC,200308,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
71411854,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE CENTRO MINEIRA LTDA.,199403,B3S,I,2,Cooperativa de Crédito,,MG,Betim,,,,,I
69346856,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - SICOOB CREDIMOGIANA,199302,B3S,I,2,Cooperativa de Crédito,Mútuo com financiamento relevante,SP,Franca,S5,,,,A
02203219,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MUTUO DOS PROFISSIONAIS DA SAUDE DA REGIÃO SUL DO ESTADO DE SÃO PAULO LTDA - UNICRED REGIONAL SUL,199801,B3S,I,2,Cooperativa de Crédito,,SP,Itapetininga,,,,,I
03777890,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DE BRASÍLIA E REGIÃO GEOECONÔMICA LTDA.,200011,B3S,I,2,Cooperativa de Crédito,,DF,Brasília,,,,,I
86493426,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DE NÍVEL SUPERIOR DOS CAMPOS DAS VERTENTES LTDA,199410,B3S,I,2,Cooperativa de Crédito,,MG,Barbacena,,,,,I
05608957,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DO SUDESTE PAULISTA LTDA. - SICOOB UNIMAIS SUDESTE PAULISTA,200305,B3S,I,2,Cooperativa de Crédito,,SP,Sorocaba,,,,,I
74172685,2023-03-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E DE PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS OU MICROEMPREENDEDORES DA REGIÃO VALE DO JAGUARIBE LTDA.",199405,B3S,I,2,Cooperativa de Crédito,,CE,Limoeiro do Norte,,,,,I
02647564,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE ARARAS E REGIÃO - SICOOB UNIMAIS ANHANGUERA,199809,B3S,I,2,Cooperativa de Crédito,,SP,Araras,,,,,I
18374394,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE PORTAL DO SERTÃO LTDA - SICOOB PORTAL,201308,B3S,I,2,Cooperativa de Crédito,,BA,Feira de Santana,,,,,I
04795877,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA TECNOLOGIA DA INFORMACAO LTDA,200112,B3S,I,2,Cooperativa de Crédito,,DF,Brasília,,,,,I
03665505,2023-03-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DAS ÁREAS DE ENGENHARIA, ARQUITETURA E AGRONOMIA NO SUL FLUMINENSE LTDA - COOPCRED",200004,B3S,I,2,Cooperativa de Crédito,,RJ,Volta Redonda,,,,,I
02606305,2023-03-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DAS ÁREAS DE TECNOLOGIA, DE ENGENHARIA E DE ARQUITETURA DE MINAS GERAIS LTDA - SICOOB ENGECRED - MG",199809,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,,,,,I
04117836,2023-03-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE COMUNICAÇÃO NAS ÁREAS DE PROPAGANDA, PUBLICIDADE E MARKETING",180001,B3S,I,2,Cooperativa de Crédito,,ES,Vitória,,,,,I
04178111,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE EDUCAÇÃO DO ENSINO OFICIAL DO MUNICÍPIO DE SÃO PAULO - COOPERCREDEM,200102,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
04921991,2023-03-01,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS PROFISSIONAIS DE ENGENHARIA, ARQUITETURA, AGRONOMIA E GEOLOGIA DE MATO GROSSO",200205,B3S,I,2,Cooperativa de Crédito,,MT,Cuiabá,,,,,I
04405901,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE TURISMO DO LITORAL DO ESTADO DE SANTA CATARINA - SICREDI SERRA MAR,200102,B3S,I,2,Cooperativa de Crédito,,SC,Florianópolis,,,,,I
04627422,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS GRADUADOS EM ADM. ESTAB.NO DF,200108,B3S,I,2,Cooperativa de Crédito,,DF,Brasília,,,,,I
39274378,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS PROPRIETARIOS DE VEICULOS PARA AFRETAMENTO DE CARGA DE CACHOEIRO DE ITAPEMIRIM - TRANSCRED,199211,B3S,I,2,Cooperativa de Crédito,,ES,Cachoeiro de Itapemirim,,,,,I
01670206,2023-03-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS REPRESENTANTES COMERCIAIS AUTÔNOMOS DE ROUPAS, TECIDOS E ARTIGOS DE VESTUÁRIOS DO RIO DE JANEIRO LTDA. - CCVA",199703,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
03930587,2023-03-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SECURITARIOS, DOS CORRETORES DE SEGUROS E DE CAPITALIZACAO DO RIO DE JANEIRO LTDA.",200009,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
86447398,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVENTUARIOS DA CIA SIDERURGICA NACIONAL LTDA,196701,B3S,I,2,Cooperativa de Crédito,,SC,Tubarão,,,,,I
19551787,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVENTUÁRIOS DA CIMENTO TUPI S.A. E EMPRESAS COLIGADAS LTDA. - TUPICRED,197902,B3S,I,2,Cooperativa de Crédito,Mútuo com financiamento relevante,MG,Carandaí,S5,,,,A
02691100,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES  ESTADUAIS DO PODER EXECUTIVO DO ESTADO DE RONDÔNIA - POLICREDI,199808,B3S,I,2,Cooperativa de Crédito,,RO,Porto Velho,,,,,I
05167569,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES CIVIS DA UNIAO NO ESTADO DO RIO GRANDE DO SUL,200208,B3S,I,2,Cooperativa de Crédito,,RS,Porto Alegre,,,,,I
01732003,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES CIVIS E  MILITARES DAS FORÇAS ARMADAS NA REGIÃO METROPOLITANA DE BELÉM DO PARÁ - COOPFARMA,199706,B3S,I,2,Cooperativa de Crédito,,PA,Belém,,,,,I
01618291,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA  POLÍCIA MILITAR DO PARÁ NA REGIÃO METROPOLITANA DE BELÉM LTDA,199701,B3S,I,2,Cooperativa de Crédito,,PA,Belém,,,,,I
05460750,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA ADMINISTRAÇÃO PÚBLICA MUNICIPAL DE PORTO ALEGRE - MUNICRED,200303,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,RS,Porto Alegre,,,,,LE
90278987,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA ASCAR/EMATER-RS LTDA-CRESAL,198412,B3S,I,2,Cooperativa de Crédito,Atípicas,RS,Porto Alegre,S5,,,,A
29304193,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA CIMENTO TUPI S/A - VOLTA REDONDA LTDA,197307,B3S,I,2,Cooperativa de Crédito,,RJ,Volta Redonda,,,,,I
29341260,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA COMLURB LTDA,198501,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,RJ,Rio de Janeiro,S5,,,,A
00696696,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA DELEGACIA DO MEC NO ESTADO DO PARÁ LTDA,199507,B3S,I,2,Cooperativa de Crédito,,PA,Belém,,,,,I
87502241,2023-03-01,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA DELEGACIA.FEDERAL DE AGRICULTURA DO MINISTERIO DA AGRICULTURA,EM PORTO ALEGRE",198103,B3S,I,2,Cooperativa de Crédito,,RS,Porto Alegre,,,,,I
42100982,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS LTDA,197012,B3S,I,2,Cooperativa de Crédito,Atípicas,RJ,Rio de Janeiro,S5,,,,A
96409263,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FACULDADE DE ENGENHARIA DE ILHA SOLTEIRA - COOPERFEIS,199306,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Ilha Solteira,S5,,,,A
62928320,2023-03-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO",197007,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,São Paulo,S5,,,,A
18840017,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FINANCEIRA BEMGE S.A. - CFI LTDA,198310,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,,,,,I
16660680,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FUNDAÇÃO BENJAMIM GUIMARÃES LTDA.,197304,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,,,,,I
19402130,2023-03-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FUNDAÇÃO HOSPITALAR E EMPREGADOS DOS ESTABELECIMENTOS HOSPITALARES DE BELO HORIZONTE, REGIÃO METROPOLITANA E ZONA DA MATA LTDA.- SICOOB CECREF",197611,B3S,I,2,Cooperativa de Crédito,Mútuo PF com conta corrente,MG,Belo Horizonte,S5,,,,A
01413121,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FUNDAÇÃO JOÃO PINHEIRO LTDA.,199609,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,,,,,I
02894268,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,199812,B3S,I,2,Cooperativa de Crédito,,MT,Cuiabá,,,,,I
04894460,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA JUSTIÇA DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CREDJUS,200203,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,MG,Belo Horizonte,S5,,,,A
03035808,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA JUSTICA FEDERAL,199904,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
02719550,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA POLÍCIA MILITAR DO DISTRITO FEDERAL,199805,B3S,I,2,Cooperativa de Crédito,,DF,Brasília,,,,,I
03625047,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA POLICIA MILITAR DO ESTADO DA BAHIA LTDA - SICOOB-COOPMIL,180001,B3S,I,2,Cooperativa de Crédito,,BA,Salvador,,,,,I
04152107,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA POLÍCIA MILITAR DO ESTADO DE SÃO PAULO DA REGIÃO CENTRO-OESTE PAULISTA - CREDMIL,200012,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Bauru,S5,,,,A
02313983,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA POLICIA MILITAR E DO CORPO DE BOMBEIROS MILITAR DE MATO GROSSO - CREDIMIL,199802,B3S,I,2,Cooperativa de Crédito,,MT,Cuiabá,,,,,I
05338435,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA POLÍCIA RODOVIÁRIA FEDERAL DO ESTADO DE MINAS GERAIS LTDA.,200211,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,,,,,I
16882649,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE CURVELO LTDA,197303,B3S,I,2,Cooperativa de Crédito,,MG,Curvelo,,,,,I
17143702,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE JUIZ DE FORA LTDA,197108,B3S,I,2,Cooperativa de Crédito,,MG,Juiz de Fora,,,,,I
26188441,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE LAJINHA LTDA,198912,B3S,I,2,Cooperativa de Crédito,,MG,Lajinha,,,,,I
00946465,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE ORLÂNDIA - CRED SERV,199602,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Orlândia,S5,,,,A
22109201,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE UBÁ LTDA,198702,B3S,I,2,Cooperativa de Crédito,,MG,Ubá,,,,,I
52137361,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE VOTORANTIM,198211,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Votorantim,S5,,,,A
02910389,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA SECRET. DE JUSTICA E INTERIOR DO ESTADO DO RIO JANEIRO LTDA,199811,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
03565483,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DA FAZENDA DO ESTADO DE GOIÁS,200001,B3S,I,2,Cooperativa de Crédito,,GO,Goiânia,,,,,I
83663575,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA SECRETARIA DE AGRICULTURA DO ESTADO DO PARA LTDA. SICOOB SAGRI,199312,B3S,I,2,Cooperativa de Crédito,,PA,Belém,,,,,I
05746715,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE DEFESA SOCIAL DO ESTADO DE MINAS GERAIS LTDA. - COOPSESP,200403,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,MG,Belo Horizonte,S5,,,,A
83584979,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE ESTADO DE EDUCAÇÃO LTDA.,199307,B3S,I,2,Cooperativa de Crédito,,PA,Belém,,,,,I
03603683,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE ESTADO DE FAZENDA DO DISTRITO FEDERAL - SICOOB CREDSEF,200001,B3S,I,2,Cooperativa de Crédito,Mútuo PF com conta corrente,DF,Brasília,S5,,,,A
01667861,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE SAÚDE E DOS TRABALHADORES EM ENSINO DO DF LTDA. - SICOOB CREDIDF,199703,B3S,I,2,Cooperativa de Crédito,,DF,Brasília,,,,,I
03437037,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA SECRETARIA DE SEGURANCA PUBLICA DO ESTADO DO ESPIRITO SANTO,199912,B3S,I,2,Cooperativa de Crédito,,ES,Vitória,,,,,I
05676236,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SEGURANÇA PÚBLICA ESTADUAL DA 8ª REGIÃO DO ESTADO DE SÃO PAULO - FINANPOL,200307,B3S,I,2,Cooperativa de Crédito,,SP,São José do Rio Preto,,,,,I
83329979,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SUPERINTENDÊNCIA REGIONAL DO TRABALHO E EMPREGO E DA ADVOCACIA GERAL DA UNIÃO NO ESTADO DO PARÁ - CREDMISTRA,199211,B3S,I,2,Cooperativa de Crédito,,PA,Belém,,,,,I
28885036,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA UERJ LTDA. - COOPUERJ,198410,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,RJ,Rio de Janeiro,S5,,,,A
69136075,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNESP - COOPUNESP,199212,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Rio Claro,S5,,,,A
02285107,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE CAMPINAS - COOPERUNICAMP,199801,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Campinas,S5,,,,A
03606488,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA (UESB) - CREDIUESB,199809,B3S,I,2,Cooperativa de Crédito,,BA,Vitória da Conquista,,,,,I
02794761,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DE VIÇOSA LTDA. - SICOOB UFVCREDI,199811,B3S,I,2,Cooperativa de Crédito,Mútuo PF com conta corrente,MG,Viçosa,S5,,,,A
05560691,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DO ACRE - CREDUFAC,200305,B3S,I,2,Cooperativa de Crédito,,AC,Rio Branco,,,,,I
01864154,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DAS CÂMARAS DE DIRIGENTES LOJISTAS DA REGIÃO METROPOLITANA DE BELO HORIZONTE LTDA,199706,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,,,,,I
01260250,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DAS ESCOLAS TECNICAS E AGROTECNICAS FEDERAIS DO ESPIRITO SANTO LTDA,199605,B3S,I,2,Cooperativa de Crédito,,ES,Vitória,,,,,I
65338832,2023-03-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DAS UNIVERSIDADES FEDERAIS DE LAVRAS, JUIZ DE FORA, OURO PRETO E SÃO JOÃO DEL REI LTDA - CREDIESAL",199106,B3S,I,2,Cooperativa de Crédito,,MG,Lavras,,,,,I
40237075,2023-03-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DE EMPRESAS DE RADIODIFUSAO E TELEVISAO PUBLICAS NO MUNICIPIO DO RIO DE JANEIRO LTDA,199108,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
00171973,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO  CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DO MARANHÃO LTDA.,199401,B3S,I,2,Cooperativa de Crédito,,MA,São Luís,,,,,I
34634014,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO  CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DO PARÁ E DA ESCOLA AGROTÉCNICA FEDERAL DE CASTANHAL LTDA,198911,B3S,I,2,Cooperativa de Crédito,,PA,Belém,,,,,I
01825968,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO  INSTITUTO NACIONAL DO SEGURO SOCIAL NA PARAÍBA - COOPREV LTDA,199705,B3S,I,2,Cooperativa de Crédito,,PB,João Pessoa,,,,,I
01742756,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO  INSTITUTO PREVIDÊNCIA DO ESTADO DA PARAÍBA - CREDIPEP LTDA.,199704,B3S,I,2,Cooperativa de Crédito,,PB,João Pessoa,,,,,I
01315606,2023-03-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO  SETOR PÚBLICO AGRÍCOLA DO ESTADO DO RIO GRANDE DO NORTE - CREDIAGRO,199605,B3S,I,2,Cooperativa de Crédito,,RN,Natal,,,,,I
