CodInst,Data,NomeInstituicao,DataInicioAtividade,Tcb,Td,Tc,SegmentoTb,Atividade,Uf,Municipio,Sr,CodConglomeradoFinanceiro,CodConglomeradoPrudencial,CnpjInstituicaoLider,Situacao
C0041856,2023-03-01,ABC-BRASIL,180001,B1,C,3,,Crédito Atacado,SP,São Paulo,S3,C0041856,C0080312,28195667,A
C0080312,2023-03-01,ABC-BRASIL - PRUDENCIAL,180001,B1,C,3,,Crédito Atacado,SP,São Paulo,S3,C0041856,C0080312,28195667,A
C0052302,2023-03-01,ABN AMRO,180001,B1,C,3,,,SP,São Paulo,S4,C0052302,C0081579,03532415,A
C0083539,2023-03-01,AFINZ IP - PRUDENCIAL,180001,B1,C,2,,Crédito Varejo,SP,Barueri,,,C0083539,60114865,A
C0051956,2023-03-01,AGIBANK,180001,B1,C,2,,Crédito Varejo,SP,Campinas,S4,C0051956,C0083694,10664513,A
C0083694,2023-03-01,AGIBANK - PRUDENCIAL,180001,B1,C,2,,Crédito Varejo,SP,Campinas,S4,C0051956,C0083694,10664513,A
01542356,2023-03-01,AGROBANCO-BANCO COMERCIAL S.A.,194602,B1,I,2,Banco Comercial,,GO,Goiânia,,,,,I
C0051293,2023-03-01,ALFA,180001,B1,C,2,,Crédito Diversificado,SP,São Paulo,S3,C0051293,C0080570,60770336,A
C0080570,2023-03-01,ALFA - PRUDENCIAL,180001,B1,C,2,,Crédito Diversificado,SP,São Paulo,S3,C0051293,C0080570,60770336,A
C0051949,2023-03-01,ANDBANK,180001,B1,C,3,,Tesouraria e Negócios,SP,São Paulo,S4,C0051949,C0081256,48795256,A
C0081256,2023-03-01,ANDBANK - PRUDENCIAL,180001,B1,C,3,,Tesouraria e Negócios,SP,São Paulo,S4,C0051949,C0081256,48795256,A
28195667,2023-03-01,BANCO ABC BRASIL S.A.,198312,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,C0041856,C0080312,28195667,A
33066408,2023-03-01,BANCO ABN AMRO REAL S.A.,196703,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
03532415,2023-03-01,BANCO ABN AMRO S.A.,199912,B1,I,3,Banco Múltiplo,Filial Estrangeiro,SP,São Paulo,S4,C0052302,C0081579,03532415,A
04814563,2023-03-01,BANCO AFINZ S.A. - BANCO MÚLTIPLO,201007,B1,I,2,Banco Múltiplo,Crédito Varejo,SP,Barueri,,,C0083539,60114865,A
10664513,2023-03-01,BANCO AGIBANK S.A.,200903,B1,I,2,Banco Comercial,,SP,Campinas,S4,C0051956,C0083694,10664513,A
24986770,2023-03-01,BANCO AGRIMISA S.A.,193107,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,,,,,I
03323840,2023-03-01,BANCO ALFA S.A.,199909,B1,I,2,Banco Comercial,,SP,São Paulo,S3,C0051293,C0080570,60770336,A
33870163,2023-03-01,BANCO ALVORADA S.A.,196810,B1,I,3,Banco Múltiplo,,BA,Salvador,,,,,I
48795256,2023-03-01,BANCO ANDBANK (BRASIL) S.A.,197708,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,C0051949,C0081256,48795256,A
33861840,2023-03-01,BANCO APLICAP S.A.,197903,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,LO
78336633,2023-03-01,BANCO ARAUCÁRIA S.A.,197912,B1,I,2,Banco Múltiplo,,PR,Curitiba,,,,,I
54403563,2023-03-01,BANCO ARBI S.A.,196910,B1,I,2,Banco Comercial,Crédito Varejo,RJ,Rio de Janeiro,S4,,C0081201,54403563,A
60885100,2023-03-01,BANCO AUXILIAR S.A.,194301,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
C0081225,2023-03-01,BANCO B3 - PRUDENCIAL,180001,B1,I,2,,Serviços,SP,São Paulo,S4,,C0081225,00997185,A
00997185,2023-03-01,BANCO B3 S.A.,199609,B1,I,2,Banco Comercial,Serviços,SP,São Paulo,S4,,C0081225,00997185,A
10866788,2023-03-01,BANCO BANDEPE S.A.,196402,B1,I,3,Banco Múltiplo,,SP,São Paulo,S1,C0030379,C0080185,90400888,A
15142490,2023-03-01,BANCO BANEB S.A.,193706,B1,I,2,Banco Múltiplo,,BA,Salvador,,,,,I
76492172,2023-03-01,BANCO BANESTADO S.A.,192811,B1,I,2,Banco Múltiplo,,PR,Curitiba,,,,,I
C0080893,2023-03-01,BANCO BARI DE INVESTIMENTO E FINANCI. - PRUDENCIAL,180001,B1,C,2,,Crédito Varejo,PR,Curitiba,S4,C0051774,C0080893,00556603,A
00556603,2023-03-01,BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.,199506,B1,I,2,Banco Múltiplo,,PR,Curitiba,S4,C0051774,C0080893,00556603,A
60898723,2023-03-01,BANCO BCN S.A.,194001,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
04562120,2023-03-01,BANCO BEA S.A.,195805,B1,I,2,Banco Múltiplo,,AM,Manaus,,,,,I
07196934,2023-03-01,BANCO BEC S.A.,196406,B1,I,2,Banco Múltiplo,,SP,Osasco,,,,,I
01540541,2023-03-01,BANCO BEG S.A.,194607,B1,I,2,Banco Múltiplo,,GO,Goiânia,,,,,I
61186680,2023-03-01,BANCO BMG S.A.,196504,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0030290,C0080178,61186680,A
01522368,2023-03-01,BANCO BNP PARIBAS BRASIL S.A.,199612,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,C0051516,C0080673,01522368,A
33485541,2023-03-01,BANCO BOAVISTA INTERATLANTICO S.A.,192401,B1,I,2,Banco Múltiplo,,SP,Osasco,,,,,I
15114366,2023-03-01,BANCO BOCOM BBM S.A.,196706,B1,I,3,Banco Múltiplo,,BA,Salvador,S3,C0052003,C0084624,15114366,A
61356762,2023-03-01,"BANCO BOZANO, SIMONSEN S.A.",192410,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
04184779,2023-03-01,BANCO BRADESCARD S.A.,200102,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,C0010045,C0080075,60746948,A
06271464,2023-03-01,BANCO BRADESCO BBI S.A.,193906,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,C0010045,C0080075,60746948,A
33147315,2023-03-01,BANCO BRADESCO BERJ S.A.,194503,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,C0010045,C0080075,60746948,A
59438325,2023-03-01,BANCO BRADESCO CARTÕES S.A.,198902,B1,I,3,Banco Múltiplo,,SP,Osasco,,,,,I
07207996,2023-03-01,BANCO BRADESCO FINANCIAMENTOS S.A.,193907,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,C0010045,C0080075,60746948,A
60746948,2023-03-01,BANCO BRADESCO S.A.,194303,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,C0010045,C0080075,60746948,A
13004577,2023-03-01,BANCO BRASILEIRO COMERCIAL S.A.,193409,B1,I,2,Banco Múltiplo,,GO,Goiânia,,,,,I
01852137,2023-03-01,BANCO BRASILEIRO DE CRÉDITO SOCIEDADE ANÔNIMA,199706,B1,I,3,Banco Múltiplo,Crédito Varejo,SP,São Paulo,S4,,C0084480,01852137,A
27894443,2023-03-01,BANCO BRASILEIRO-IRAQUIANO S.A.,198210,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
28060929,2023-03-01,BANCO BRJ S.A.,198308,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
71027866,2023-03-01,BANCO BS2 S.A.,199305,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,S3,C0052034,C0080422,71027866,A
30306294,2023-03-01,BANCO BTG PACTUAL S.A.,198612,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S1,C0049944,C0080336,30306294,A
01858774,2023-03-01,BANCO BV S.A.,199708,B1,I,2,Banco Múltiplo,,SP,São Paulo,S2,C0051011,C0080484,59588111,A
32254138,2023-03-01,BANCO BVA S.A.,198903,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
C0084844,2023-03-01,BANCO C6 - PRUDENCIAL,180001,B1,C,2,,Crédito Varejo,SP,São Paulo,S3,C0052072,C0084844,31872495,A
61348538,2023-03-01,BANCO C6 CONSIGNADO S.A.,196502,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0052072,C0084844,31872495,A
31872495,2023-03-01,BANCO C6 S.A.,201901,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0052072,C0084844,31872495,A
33349358,2023-03-01,BANCO CACIQUE S.A.,196408,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
33466988,2023-03-01,BANCO CAIXA GERAL - BRASIL S.A.,193810,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,C0051815,C0080927,33466988,A
27598994,2023-03-01,BANCO CAMBIAL S.A.,198109,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
03609817,2023-03-01,BANCO CARGILL S.A.,200002,B1,I,3,Banco Múltiplo,Indústria - Não BNDES,SP,São Paulo,S4,,C0081414,03609817,A
33132044,2023-03-01,BANCO CEDULA S.A.,196506,B1,I,2,Banco Múltiplo,Tesouraria e Negócios,RJ,Rio de Janeiro,S4,,C0081469,33132044,A
00558456,2023-03-01,BANCO CETELEM S.A.,199505,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,C0051516,C0080673,01522368,A
62421979,2023-03-01,BANCO CIFRA S.A.,196810,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0030290,C0080178,61186680,A
33479023,2023-03-01,BANCO CITIBANK S.A.,196602,B1,I,3,Banco Múltiplo,,SP,São Paulo,S2,C0030403,C0080192,33479023,A
31597552,2023-03-01,BANCO CLASSICO S.A.,198710,B1,I,2,Banco Múltiplo,Tesouraria e Negócios,RJ,Rio de Janeiro,S3,,C0081665,31597552,A
60937877,2023-03-01,BANCO COMERCIAL BRASILEIRO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,LO
71705719,2023-03-01,BANCO COMERCIAL DE SÃO PAULO S.A.,199307,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
61230165,2023-03-01,BANCO COMERCIAL E DE INVESTIMENTO SUDAMERIS S.A.,194010,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
33087594,2023-03-01,BANCO COMERCIAL IPIRANGA S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
72971922,2023-03-01,BANCO COMERCIAL PARAGUAYO S.A.,198809,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,,,,,I
02038232,2023-03-01,BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB,199709,B1,I,2,Banco Múltiplo Cooperativo,,DF,Brasília,S3,C0051750,C0080879,02038232,A
01181521,2023-03-01,BANCO COOPERATIVO SICREDI S.A.,199606,B1,I,2,Banco Múltiplo Cooperativo,,RS,Porto Alegre,S3,,C0080745,01181521,A
33461468,2023-03-01,BANCO CREDIBANCO S.A.,196706,B1,I,2,Banco Múltiplo,,SP,Barueri,,,,,I
13007703,2023-03-01,BANCO CREDIPLAN S.A.,194504,B1,I,2,Banco Comercial,,SE,Aracaju,,,,,I
75647891,2023-03-01,BANCO CRÉDIT AGRICOLE BRASIL S.A.,198107,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0080491,75647891,A
32062580,2023-03-01,BANCO CREDIT SUISSE (BRASIL) S.A.,198807,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,C0030771,C0080219,33987793,A
61033106,2023-03-01,BANCO CREFISA S.A.,196703,B1,I,2,Banco Comercial,,SP,São Paulo,S4,C0052010,C0083632,60779196,A
62136254,2023-03-01,BANCO CRUZEIRO DO SUL S.A.,196807,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
04902979,2023-03-01,BANCO DA AMAZONIA S.A.,194212,B1,I,1,Banco Comercial,Regional Público,PA,Belém,S3,,C0081249,04902979,A
10690848,2023-03-01,BANCO DA CHINA BRASIL S.A.,200907,B1,I,3,Banco Múltiplo,Filial Estrangeiro,SP,São Paulo,S4,,C0081816,10690848,A
58138991,2023-03-01,BANCO DA ECONOMIA DE SAO PAULO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
60601234,2023-03-01,BANCO DAS NACOES S.A.,194307,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
62232889,2023-03-01,BANCO DAYCOVAL S.A.,196810,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0051987,C0081744,62232889,A
60633294,2023-03-01,BANCO DE CREDITO COMERCIAL S/A,194612,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,LO
21562962,2023-03-01,BANCO DE CREDITO REAL DE MINAS GERAIS S.A.,188909,B1,I,2,Banco Múltiplo,,MG,Juiz de Fora,,,,,I
33042151,2023-03-01,BANCO DE LA NACION ARGENTINA,196002,B1,I,3,Banco Comercial Estrangeiro - Filial no país,Filial Estrangeiro,SP,São Paulo,S4,,C0081270,33042151,A
44189447,2023-03-01,BANCO DE LA PROVINCIA DE BUENOS AIRES,198011,B1,I,3,Banco Comercial Estrangeiro - Filial no país,Filial Estrangeiro,SP,São Paulo,S4,,C0081263,44189447,A
05938220,2023-03-01,BANCO DE RORAIMA S.A.,196901,B1,I,1,Banco Comercial,,RR,Boa Vista,,,,,A
62027453,2023-03-01,BANCO DESTAK S.A.,196712,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
61199881,2023-03-01,BANCO DIBENS S.A.,196806,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
C0081799,2023-03-01,BANCO DIGIMAIS - PRUDENCIAL,180001,B1,C,3,,Crédito Varejo,SP,São Paulo,S4,,C0081799,92874270,A
92874270,2023-03-01,BANCO DIGIMAIS S.A.,198112,B1,I,3,Banco Múltiplo,Crédito Varejo,SP,São Paulo,S4,,C0081799,92874270,A
00000000,2023-03-01,BANCO DO BRASIL S.A.,190607,B1,I,1,Banco do Brasil - Banco Múltiplo,,DF,Brasília,S1,C0049906,C0080329,00000000,A
58129206,2023-03-01,BANCO DO COMERCIO S.A.,193901,B1,I,2,Banco Comercial,,SP,Santos,,,,,I
61364022,2023-03-01,BANCO DO COMMERCIO E INDUSTRIA DE SAO PAULO S.A.,189001,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
12275749,2023-03-01,BANCO DO ESTADO DE ALAGOAS S.A.,196307,B1,I,1,Banco Múltiplo,,AL,Maceió,,,,,I
03468907,2023-03-01,BANCO DO ESTADO DE MATO GROSSO S.A.,196401,B1,I,1,Banco Múltiplo,,MT,Cuiabá,,,,,LO
34794644,2023-03-01,BANCO DO ESTADO DE RORAIMA S.A.,199004,B1,I,1,Banco Comercial,,RR,Boa Vista,,,,,I
83876003,2023-03-01,BANCO DO ESTADO DE SANTA CATARINA S.A.,196207,B1,I,1,Banco Comercial,,SC,Florianópolis,,,,,I
61411633,2023-03-01,BANCO DO ESTADO DE SÃO PAULO S.A. - BANESPA,190909,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
13009717,2023-03-01,BANCO DO ESTADO DE SERGIPE S.A.,196401,B1,I,1,Banco Múltiplo,Regional Público,SE,Aracaju,S4,,C0081634,13009717,A
34943654,2023-03-01,BANCO DO ESTADO DO AMAPÁ S/A,199208,B1,I,1,Banco Múltiplo,,AP,Macapá,,,,,I
04913711,2023-03-01,BANCO DO ESTADO DO PARÁ S.A.,196110,B1,I,1,Banco Múltiplo,Regional Público,PA,Belém,S3,,C0081586,04913711,A
06833131,2023-03-01,BANCO DO ESTADO DO PIAUÍ S.A. - BEP,194603,B1,I,1,Banco Múltiplo,,PI,Teresina,,,,,I
08321952,2023-03-01,BANCO DO ESTADO DO RIO GRANDE DO NORTE S.A.,190601,B1,I,1,Banco Comercial,,RN,Natal,,,,,I
92702067,2023-03-01,BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.,192809,B1,I,1,Banco Múltiplo,,RS,Porto Alegre,S2,C0030173,C0080154,92702067,A
07237373,2023-03-01,BANCO DO NORDESTE DO BRASIL S.A.,195406,B1,I,1,Banco Múltiplo,Regional Público,CE,Fortaleza,S2,,C0081593,07237373,A
32067787,2023-03-01,BANCO EMPRESARIAL S.A.,198808,B1,I,2,Banco Múltiplo,,SP,São José do Rio Preto,,,,,I
00675688,2023-03-01,BANCO EQUATORIAL S.A.,199507,B1,I,2,Banco Comercial,,CE,Fortaleza,,,,,I
52503596,2023-03-01,BANCO F. BARRETTO S.A.,192901,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
33644196,2023-03-01,BANCO FATOR S.A.,196709,B1,I,2,Banco Múltiplo,Tesouraria e Negócios,SP,São Paulo,S4,,C0080350,33644196,A
58616418,2023-03-01,BANCO FIBRA S.A.,198806,B1,I,2,Banco Múltiplo,Crédito Atacado,SP,São Paulo,S3,,C0081483,58616418,A
03377934,2023-03-01,BANCO FINANCIAL S.A.,193807,B1,I,2,Banco Comercial,,MS,Corumbá,,,,,I
57561615,2023-03-01,BANCO FINASA S.A.,198707,B1,I,2,Banco Múltiplo,,SP,Osasco,,,,,I
11758741,2023-03-01,BANCO FINAXIS S.A.,201008,B1,I,2,Banco Comercial,,PR,Curitiba,S4,C0051688,C0080790,11758741,A
33098518,2023-03-01,BANCO FININVEST S.A.,196111,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
42593459,2023-03-01,BANCO FRANCES INTERNACIONAL (BRASIL) S.A.,199902,B1,I,3,Banco Comercial,,SP,São Paulo,,,,,I
45246410,2023-03-01,BANCO GENIAL S.A.,198012,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S4,C0051839,C0080941,45246410,A
42159129,2023-03-01,BANCO GNPP S.A.,197205,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
31880826,2023-03-01,BANCO GUANABARA S.A.,198803,B1,I,2,Banco Múltiplo,Crédito Atacado,RJ,Rio de Janeiro,S4,,C0081672,31880826,A
92893411,2023-03-01,BANCO HABITASUL S.A.,198201,B1,I,2,Banco Comercial,,RS,Porto Alegre,,,,,I
33268434,2023-03-01,BANCO HALLES S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
45666609,2023-03-01,BANCO HISPANO AMERICANO S.A.,198107,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,,,,,I
33229113,2023-03-01,BANCO HOLANDES UNIDO S.A.,191702,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,RJ,Rio de Janeiro,,,,,I
53518684,2023-03-01,BANCO HSBC S.A.,198405,B1,I,3,Banco Múltiplo,Tesouraria e Negócios,SP,São Paulo,S3,,C0084741,53518684,A
04866275,2023-03-01,BANCO INBURSA S.A.,200202,B1,I,3,Banco Múltiplo,Crédito Varejo,SP,São Paulo,S4,,C0081335,04866275,A
10866333,2023-03-01,BANCO INDUSTRIAL DE PERNAMBUCO S.A.,194203,B1,I,2,Banco Comercial,,PE,Recife,,,,,I
31895683,2023-03-01,BANCO INDUSTRIAL DO BRASIL S.A.,198803,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,C0050988,C0080477,31895683,A
00416968,2023-03-01,BANCO INTER S.A.,199503,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,S3,C0051884,C0080996,00416968,A
47571625,2023-03-01,BANCO INTER-ATLÂNTICO S.A.,192109,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
69057453,2023-03-01,BANCO INTERIOR DE SÃO PAULO S.A.,199211,B1,I,2,Banco Múltiplo,,SP,São José do Rio Preto,,,,,I
33861907,2023-03-01,BANCO INTERUNION S.A,196812,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,LO
76642859,2023-03-01,BANCO INVESTCORP S.A.,196810,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
61182408,2023-03-01,BANCO INVESTCRED UNIBANCO S.A.,194908,B1,I,2,Banco Comercial,,SP,São Paulo,S1,C0010069,C0080099,60872504,A
17298092,2023-03-01,BANCO ITAÚ BBA S.A.,196709,B1,I,2,Banco Múltiplo,,SP,São Paulo,S1,C0010069,C0080099,60872504,A
33885724,2023-03-01,BANCO ITAÚ CONSIGNADO S.A.,196907,B1,I,2,Banco Múltiplo,,SP,São Paulo,S1,C0010069,C0080099,60872504,A
60394079,2023-03-01,BANCO ITAUBANK S.A.,196508,B1,I,2,Banco Múltiplo,,SP,São Paulo,S1,C0010069,C0080099,60872504,A
31516198,2023-03-01,BANCO ITAÚ-BBA S.A.,198810,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
03017677,2023-03-01,BANCO J. SAFRA S.A.,199906,B1,I,2,Banco Múltiplo,,SP,São Paulo,S2,C0010083,C0080109,58160789,A
33172537,2023-03-01,BANCO J.P. MORGAN S.A.,192508,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,C0020107,C0080116,33172537,A
91884981,2023-03-01,BANCO JOHN DEERE S.A.,198711,B1,I,3,Banco Múltiplo,Indústria - BNDES,SP,Indaiatuba,S3,,C0080343,91884981,A
07656500,2023-03-01,BANCO KDB DO BRASIL S.A.,200604,B1,I,3,Banco Múltiplo,Tesouraria e Negócios,SP,São Paulo,S4,,C0081603,07656500,A
02318507,2023-03-01,BANCO KEB HANA DO BRASIL S.A.,199805,B1,I,3,Banco Comercial,Filial Estrangeiro,SP,São Paulo,S4,,C0081232,02318507,A
57950982,2023-03-01,BANCO LAVRA S.A.,198710,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
C0086206,2023-03-01,BANCO LETSBANK - PRUDENCIAL,180001,B1,I,2,,Serviços,SP,São Paulo,S4,,C0086206,58497702,A
58497702,2023-03-01,BANCO LETSBANK S.A.,198801,B1,I,2,Banco Múltiplo,Serviços,SP,São Paulo,S4,,C0086206,58497702,A
59118133,2023-03-01,BANCO LUSO BRASILEIRO S.A.,198812,B1,I,2,Banco Múltiplo,Crédito Atacado,SP,São Paulo,S4,,C0081706,59118133,A
33074683,2023-03-01,BANCO MAIS S.A.,196706,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,,,,,I
89329379,2023-03-01,BANCO MAISONNAVE S.A.,197805,B1,I,2,Banco Comercial,,RS,Porto Alegre,,,,,LO
C0080367,2023-03-01,BANCO MASTER - PRUDENCIAL,180001,B1,C,2,,Crédito Diversificado,RJ,Rio de Janeiro,S4,C0050201,C0080367,33923798,A
33923798,2023-03-01,BANCO MASTER S/A,197803,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,S4,C0050201,C0080367,33923798,A
61065421,2023-03-01,BANCO MERCANTIL DE SÃO PAULO S.A.,193901,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
17184037,2023-03-01,BANCO MERCANTIL DO BRASIL S.A.,194102,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,S3,C0020152,C0080123,17184037,A
25999707,2023-03-01,BANCO MINEIRO S.A.,192811,B1,I,2,Banco Comercial,,MG,Belo Horizonte,,,,,I
61088183,2023-03-01,BANCO MIZUHO DO BRASIL S.A.,197601,B1,I,3,Banco Múltiplo,Filial Estrangeiro,SP,São Paulo,S4,,C0080697,61088183,A
30723886,2023-03-01,BANCO MODAL S.A.,198007,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S4,C0051963,C0081658,30723886,A
43717511,2023-03-01,BANCO MORADA S.A,197611,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
32504094,2023-03-01,BANCO MORADA S.A.,196903,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
02801938,2023-03-01,BANCO MORGAN STANLEY S.A.,199812,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,C0051413,C0080628,02801938,A
60498557,2023-03-01,BANCO MUFG BRASIL S.A.,195103,B1,I,3,Banco Múltiplo,Crédito Atacado,SP,São Paulo,S3,,C0081713,60498557,A
33880956,2023-03-01,BANCO MULTIPLIC S.A.,198507,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
33302779,2023-03-01,BANCO NACIONAL BRASILEIRO S.A.,197801,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
33618810,2023-03-01,BANCO NACIONAL DE CRÉDITO COOPERATIVO S.A.,195108,B1,I,1,Banco Comercial,,DF,Brasília,,,,,I
43073394,2023-03-01,BANCO NOSSA CAIXA S.A.,191703,B1,I,1,Banco Múltiplo,,SP,São Paulo,,,,,I
42466284,2023-03-01,BANCO OPEN S.A,197506,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
92894922,2023-03-01,BANCO ORIGINAL S.A.,196808,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0051781,C0080903,92894922,A
78632767,2023-03-01,BANCO OURINVEST S.A.,196809,B1,I,2,Banco Múltiplo,Câmbio,SP,São Paulo,S4,,C0081012,78632767,A
59285411,2023-03-01,BANCO PAN S.A.,196402,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S1,C0049944,C0080336,30306294,A
C0080381,2023-03-01,BANCO PAULISTA - PRUDENCIAL,180001,B1,C,2,,Crédito Atacado,SP,São Paulo,S4,,C0080381,61820817,A
61820817,2023-03-01,BANCO PAULISTA S.A.,196709,B1,I,2,Banco Múltiplo,Crédito Atacado,SP,São Paulo,S4,,C0080381,61820817,A
62144175,2023-03-01,BANCO PINE S.A.,196805,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0050304,C0080374,62144175,A
33245333,2023-03-01,BANCO PINTO DE MAGALHAES S.A.,193702,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
06702112,2023-03-01,BANCO PONTUAL S.A.,194101,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
60946290,2023-03-01,BANCO POPULAR DO BRASIL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
33876475,2023-03-01,BANCO PROSPER S.A.,196809,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
01023570,2023-03-01,BANCO RABOBANK INTERNATIONAL BRASIL S.A.,199602,B1,I,3,Banco Múltiplo,Crédito Atacado,SP,São Paulo,S3,,C0081555,01023570,A
60394061,2023-03-01,BANCO REAL DE SAO PAULO S.A.,193901,B1,I,2,Banco Comercial,,PR,Curitiba,,,,,I
61196713,2023-03-01,BANCO REGIONAL S.A.,192903,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,LO
68900810,2023-03-01,BANCO RENDIMENTO S.A.,199209,B1,I,2,Banco Comercial,,SP,São Paulo,S4,C0051468,C0080659,68900810,A
42584466,2023-03-01,BANCO RESIDENCIA S.A.,197609,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
C0084349,2023-03-01,BANCO RIBEIRÃO PRETO - PRUDENCIAL,180001,B1,I,2,,Crédito Atacado,SP,Ribeirão Preto,S4,,C0084349,00517645,A
00517645,2023-03-01,BANCO RIBEIRAO PRETO S.A.,199504,B1,I,2,Banco Múltiplo,Crédito Atacado,SP,Ribeirão Preto,S4,,C0084349,00517645,A
33603457,2023-03-01,BANCO RODOBENS S.A.,196601,B1,I,2,Banco Múltiplo,Indústria - Não BNDES,SP,São Paulo,S4,,C0080855,33603457,A
33124959,2023-03-01,BANCO RURAL S.A.,192801,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,,,,,LE
58160789,2023-03-01,BANCO SAFRA S.A.,194103,B1,I,2,Banco Múltiplo,,SP,São Paulo,S2,C0010083,C0080109,58160789,A
90400888,2023-03-01,BANCO SANTANDER (BRASIL) S.A.,198508,B1,I,3,Banco Múltiplo,,SP,São Paulo,S1,C0030379,C0080185,90400888,A
